Label,GISAID/GenBank accession,Country,Host,Clade,Nextclade_pango,Collection_date,WHO_Label,,,,,,,,,
hCoV-19/human/Hong_Kong/MW181755/2020-09-06,MW181755,Hong_Kong,human,20A,B.1.36.18,9/6/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Hong_Kong/MW181756/2020-09-08,MW181756,Hong_Kong,human,20B,B.1.1.63,9/8/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Hong_Kong/MW181762/2020-10-08,MW181762,Hong_Kong,human,20A,B.1.36,10/8/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Hong_Kong/MZ266366/2021-05-05,MZ266366,Hong_Kong,human,"20H (Beta, V2)",B.1.351,5/5/2021,Beta,,,,,,,,,
hCoV-19/human/Hong_Kong/MZ266390/2020-04-04,MZ266390,Hong_Kong,human,19A,B.3,4/4/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Hong_Kong/MZ266401/2020-07-10,MZ266401,Hong_Kong,human,20B,B.1.1.63,7/10/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Hong_Kong/MZ266416/2020-03-06,MZ266416,Hong_Kong,human,19A,B.3,3/6/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Hong_Kong/MZ266426/2020-11-10,MZ266426,Hong_Kong,human,20B,B.1.1,11/10/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Hong_Kong/MZ266427/2020-11-01,MZ266427,Hong_Kong,human,20B,B.1.1.174,11/1/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Hong_Kong/MZ266450/2020-04-01,MZ266450,Hong_Kong,human,20B,B.1.1.33,4/1/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Hong_Kong/MZ266458/2020-11-24,MZ266458,Hong_Kong,human,20A,B.1.36.27,11/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Hong_Kong/MZ266463/2020-12-12,MZ266463,Hong_Kong,human,20A,B.1.36.27,12/12/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Hong_Kong/MZ266464/2020-12-12,MZ266464,Hong_Kong,human,20A,B.1.36,12/12/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Hong_Kong/MZ266471/2021-01-19,MZ266471,Hong_Kong,human,20A,B.1.36.27,1/19/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Hong_Kong/MZ266472/2021-01-12,MZ266472,Hong_Kong,human,20A,B.1.36.27,1/12/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Hong_Kong/MZ266492/2021-03-15,MZ266492,Hong_Kong,human,"20H (Beta, V2)",B.1.351,3/15/2021,Beta,,,,,,,,,
hCoV-19/human/Hong_Kong/MZ266493/2021-03-13,MZ266493,Hong_Kong,human,"20I (Alpha, V1)",B.1.1.7,3/13/2021,Alpha,,,,,,,,,
hCoV-19/human/Hong_Kong/MZ266509/2021-04-11,MZ266509,Hong_Kong,human,20A,B.1.36.27,4/11/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Hong_Kong/MZ266513/2021-04-08,MZ266513,Hong_Kong,human,"20I (Alpha, V1)",B.1.1.7,4/8/2021,Alpha,,,,,,,,,
hCoV-19/human/Hong_Kong/MZ266514/2021-04-30,MZ266514,Hong_Kong,human,"20H (Beta, V2)",B.1.351,4/30/2021,Beta,,,,,,,,,
hCoV-19/human/Hong_Kong/MZ266515/2020-12-08,MZ266515,Hong_Kong,human,"20I (Alpha, V1)",B.1.1.7,12/8/2020,Alpha,,,,,,,,,
hCoV-19/human/Hong_Kong/MZ266525/2021-02-27,MZ266525,Hong_Kong,human,"20H (Beta, V2)",B.1.351,2/27/2021,Beta,,,,,,,,,
hCoV-19/human/Hong_Kong/MZ298840/2021-05-05,MZ298840,Hong_Kong,human,"20H (Beta, V2)",B.1.351,5/5/2021,Beta,,,,,,,,,
hCoV-19/human/Hong_Kong/MZ298846/2021-05-07,MZ298846,Hong_Kong,human,"20H (Beta, V2)",B.1.351,5/7/2021,Beta,,,,,,,,,
hCoV-19/human/Hong_Kong/OK326760/2021-06-21,OK326760,Hong_Kong,human,21J (Delta),AY.23,6/21/2021,Delta,,,,,,,,,
hCoV-19/human/Hong_Kong/OK326761/2021-06-21,OK326761,Hong_Kong,human,21J (Delta),AY.5,6/21/2021,Delta,,,,,,,,,
hCoV-19/human/Hong_Kong/OK326763/2021-06-22,OK326763,Hong_Kong,human,21J (Delta),AY.23,6/22/2021,Delta,,,,,,,,,
hCoV-19/human/Hong_Kong/OM212470/2021-03-17,OM212470,Hong_Kong,human,"20H (Beta, V2)",B.1.351,3/17/2021,Beta,,,,,,,,,
hCoV-19/human/Hong_Kong/OM212472/2021-11-14,OM212472,Hong_Kong,human,21K (Omicron),BA.1,11/14/2021,Omicron,,,,,,,,,
hCoV-19/human/Hong_Kong/OM403304/2020-01-23,OM403304,Hong_Kong,human,19B,A,1/23/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Hong_Kong/OM403305/2020-08-16,OM403305,Hong_Kong,human,20B,B.1.1.63,8/16/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Hong_Kong/OM403309/2021-11-18,OM403309,Hong_Kong,human,21K (Omicron),BA.1,11/18/2021,Omicron,,,,,,,,,
hCoV-19/human/Hong_Kong/ON599926/2022-02-20,ON599926,Hong_Kong,human,21L (Omicron),BA.2.2,2/20/2022,Omicron,,,,,,,,,
hCoV-19/human/Hong_Kong/ON599929/2022-02-20,ON599929,Hong_Kong,human,21L (Omicron),BA.2.2,2/20/2022,Omicron,,,,,,,,,
hCoV-19/human/Hong_Kong/ON599933/2022-02-20,ON599933,Hong_Kong,human,21L (Omicron),BA.2.2,2/20/2022,Omicron,,,,,,,,,
hCoV-19/human/Hong_Kong/ON600048/2022-03-07,ON600048,Hong_Kong,human,21L (Omicron),BA.2.2,3/7/2022,Omicron,,,,,,,,,
hCoV-19/human/Hong_Kong/ON600054/2022-03-07,ON600054,Hong_Kong,human,21L (Omicron),BA.2.2,3/7/2022,Omicron,,,,,,,,,
hCoV-19/human/Hong_Kong/ON600086/2022-01-24,ON600086,Hong_Kong,human,21L (Omicron),BA.2.2,1/24/2022,Omicron,,,,,,,,,
hCoV-19/human/Hong_Kong/ON600195/2022-01-25,ON600195,Hong_Kong,human,21L (Omicron),BA.2.2,1/25/2022,Omicron,,,,,,,,,
hCoV-19/human/Hong_Kong/ON600222/2021-12-06,ON600222,Hong_Kong,human,21J (Delta),AY.43,12/6/2021,Delta,,,,,,,,,
hCoV-19/human/Hong_Kong/ON600295/2021-12-24,ON600295,Hong_Kong,human,21K (Omicron),BA.1.17.2,12/24/2021,Omicron,,,,,,,,,
hCoV-19/human/Hong_Kong/ON600306/2021-12-24,ON600306,Hong_Kong,human,21K (Omicron),BA.1.1,12/24/2021,Omicron,,,,,,,,,
hCoV-19/human/Hong_Kong/ON600411/2022-01-20,ON600411,Hong_Kong,human,21K (Omicron),BA.1.1,1/20/2022,Omicron,,,,,,,,,
hCoV-19/human/Hong_Kong/OP143796/2022-03-16,OP143796,Hong_Kong,human,21L (Omicron),BA.2.2,3/16/2022,Omicron,,,,,,,,,
hCoV-19/human/Hong_Kong/OP143801/2022-05-16,OP143801,Hong_Kong,human,21L (Omicron),BA.2.2,5/16/2022,Omicron,,,,,,,,,
hCoV-19/human/Hong_Kong/OQ997246/2021-11-14,OQ997246,Hong_Kong,human,21K (Omicron),BA.1,11/14/2021,Omicron,,,,,,,,,
hCoV-19/human/Hungary/OQ302121/2020-05-11,OQ302121,Hungary,human,20B,B.1.1,5/11/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Hungary/OQ302137/2021-02-22,OQ302137,Hungary,human,"20I (Alpha, V1)",B.1.1.7,2/22/2021,Alpha,,,,,,,,,
hCoV-19/human/Iceland/OU161584/2020-02-27,OU161584,Iceland,human,19A,B,2/27/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU163683/2020-11-02,OU163683,Iceland,human,20E (EU1),B.1.177.45,11/2/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU164141/2020-12-10,OU164141,Iceland,human,20E (EU1),B.1.177.45,12/10/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU164677/2020-10-14,OU164677,Iceland,human,20E (EU1),B.1.177.45,10/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU165379/2021-01-03,OU165379,Iceland,human,20E (EU1),B.1.177.45,1/3/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU165657/2020-12-22,OU165657,Iceland,human,"20I (Alpha, V1)",B.1.1.7,12/22/2020,Alpha,,,,,,,,,
hCoV-19/human/Iceland/OU165908/2020-08-06,OU165908,Iceland,human,20B,B.1.1.232,8/6/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU166020/2020-07-31,OU166020,Iceland,human,20B,B.1.1.232,7/31/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU166721/2020-09-20,OU166721,Iceland,human,20E (EU1),B.1.177.45,9/20/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU166754/2020-12-22,OU166754,Iceland,human,20E (EU1),B.1.177.45,12/22/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU166825/2020-10-07,OU166825,Iceland,human,20E (EU1),B.1.177.45,10/7/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU167178/2020-10-30,OU167178,Iceland,human,20E (EU1),B.1.177.45,10/30/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU167571/2021-01-03,OU167571,Iceland,human,20E (EU1),B.1.177.45,1/3/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU167601/2021-01-02,OU167601,Iceland,human,20B,B.1.1.153,1/2/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU167755/2020-09-10,OU167755,Iceland,human,20B,B.1,9/10/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU167975/2020-09-23,OU167975,Iceland,human,20E (EU1),B.1.177.45,9/23/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU168487/2020-11-23,OU168487,Iceland,human,20E (EU1),B.1.177.45,11/23/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU168971/2020-07-22,OU168971,Iceland,human,20B,B.1.1.50,7/22/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU168998/2020-08-21,OU168998,Iceland,human,20B,B.1.1.232,8/21/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU169037/2020-11-01,OU169037,Iceland,human,20A,B.1.258,11/1/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU180711/2020-03-25,OU180711,Iceland,human,20A,B.1,3/25/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU181102/2020-03-23,OU181102,Iceland,human,20B,B.1.1,3/23/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU181510/2020-03-31,OU181510,Iceland,human,19A,B.33,3/31/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU181891/2020-04-02,OU181891,Iceland,human,20A,B.1,4/2/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU181923/2020-04-02,OU181923,Iceland,human,19A,B.40,4/2/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OU183917/2020-04-04,OU183917,Iceland,human,19A,B.40,4/4/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iceland/OX299285/2021-10-11,OX299285,Iceland,human,21J (Delta),AY.43,10/11/2021,Delta,,,,,,,,,
hCoV-19/human/Iceland/OX303434/2021-12-15,OX303434,Iceland,human,21J (Delta),AY.4,12/15/2021,Delta,,,,,,,,,
hCoV-19/human/Iceland/OX310134/2022-01-26,OX310134,Iceland,human,21L (Omicron),BA.2,1/26/2022,Omicron,,,,,,,,,
hCoV-19/human/Iceland/OX311339/2022-02-06,OX311339,Iceland,human,21L (Omicron),BA.2.9,2/6/2022,Omicron,,,,,,,,,
hCoV-19/human/Iceland/OX312681/2022-02-07,OX312681,Iceland,human,21L (Omicron),BA.2,2/7/2022,Omicron,,,,,,,,,
hCoV-19/human/Iceland/OX315133/2022-01-01,OX315133,Iceland,human,21K (Omicron),BA.1.15,1/1/2022,Omicron,,,,,,,,,
hCoV-19/human/Iceland/OX318219/2022-02-01,OX318219,Iceland,human,21L (Omicron),BA.2,2/1/2022,Omicron,,,,,,,,,
hCoV-19/human/India/MT012098/2020-01-27,MT012098,India,human,19A,B,1/27/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/India/MT050493/2020-01-31,MT050493,India,human,19B,B,1/31/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/India/MT415321/2020-03-11,MT415321,India,human,20A,B.1,3/11/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/India/MT434760/2020-04-17,MT434760,India,human,19A,B.6,4/17/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/India/MT576045/2020-05-27,MT576045,India,human,20A,B.1,5/27/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/India/MT740444/2020-06-14,MT740444,India,human,20A,B.1.36.8,6/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/India/MT740923/2020-06-11,MT740923,India,human,19B,A,6/11/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/India/MT800994/2020-06-19,MT800994,India,human,20A,B.1.113,6/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/India/MT940464/2020-07-27,MT940464,India,human,20A,B.1.36.8,7/27/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/India/MW173254/2020-07-18,MW173254,India,human,20A,B.1,7/18/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/India/MW181825/2020-05-04,MW181825,India,human,19A,B.6,5/4/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/India/MW242964/2020-07-15,MW242964,India,human,20A,B.1.36.8,7/15/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/India/MW828325/2020-05-25,MW828325,India,human,20A,B.1.468,5/25/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/India/MW969757/2020-09-16,MW969757,India,human,20B,B.1.1.306,9/16/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/India/MZ261834/2020-11-26,MZ261834,India,human,20B,B.1.1.306,11/26/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/India/MZ268643/2020-11-30,MZ268643,India,human,20A,B.1,11/30/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/India/MZ268850/2020-12-12,MZ268850,India,human,20A,B.1.36.8,12/12/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/India/MZ314689/2021-03-20,MZ314689,India,human,"20I (Alpha, V1)",B.1.1.7,3/20/2021,Alpha,,,,,,,,,
hCoV-19/human/India/MZ356522/2020-04-07,MZ356522,India,human,19A,B.6,4/7/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/India/MZ356565/2021-03-20,MZ356565,India,human,"20I (Alpha, V1)",B.1.1.7,3/20/2021,Alpha,,,,,,,,,
hCoV-19/human/India/MZ413296/2021-05-04,MZ413296,India,human,21I (Delta),B.1.617.2,5/4/2021,Delta,,,,,,,,,
hCoV-19/human/India/MZ558151/2021-06-21,MZ558151,India,human,21J (Delta),AY.112,6/21/2021,Delta,,,,,,,,,
hCoV-19/human/India/MZ562754/2021-02-13,MZ562754,India,human,20A,B.1.36,2/13/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/India/MZ701884/2021-05-01,MZ701884,India,human,21J (Delta),B.1.617.2,5/1/2021,Delta,,,,,,,,,
hCoV-19/human/India/MZ702724/2021-06-26,MZ702724,India,human,21I (Delta),B.1.617.2,6/26/2021,Delta,,,,,,,,,
hCoV-19/human/India/MZ724508/2021-04-13,MZ724508,India,human,"20I (Alpha, V1)",B.1.1.7,4/13/2021,Alpha,,,,,,,,,
hCoV-19/human/India/OK190628/2021-09-10,OK190628,India,human,21A (Delta),B.1.617.2,9/10/2021,Delta,,,,,,,,,
hCoV-19/human/India/OK356452/2021-09-25,OK356452,India,human,21J (Delta),B.1.617.2,9/25/2021,Delta,,,,,,,,,
hCoV-19/human/India/OM073825/2020-12-24,OM073825,India,human,20B,B.1.1,12/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/India/OM073869/2021-01-02,OM073869,India,human,20A,B.1.36.29,1/2/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/India/OM073937/2021-01-15,OM073937,India,human,20B,B.1.560,1/15/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/India/OM073940/2021-01-16,OM073940,India,human,20A,B.1,1/16/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/India/OM073971/2021-02-13,OM073971,India,human,20A,B.1.36.29,2/13/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/India/OM884012/2021-07-09,OM884012,India,human,21J (Delta),B.1.617.2,7/9/2021,Delta,,,,,,,,,
hCoV-19/human/India/OM899753/2021-08-09,OM899753,India,human,21I (Delta),B.1.617.2,8/9/2021,Delta,,,,,,,,,
hCoV-19/human/India/OM899809/2021-08-16,OM899809,India,human,21I (Delta),B.1.617.2,8/16/2021,Delta,,,,,,,,,
hCoV-19/human/India/OM900054/2021-08-21,OM900054,India,human,21I (Delta),B.1.617.2,8/21/2021,Delta,,,,,,,,,
hCoV-19/human/India/ON052755/2021-12-23,ON052755,India,human,21K (Omicron),BA.1.17.2,12/23/2021,Omicron,,,,,,,,,
hCoV-19/human/India/ON052760/2021-12-23,ON052760,India,human,21J (Delta),AY.4,12/23/2021,Delta,,,,,,,,,
hCoV-19/human/India/OP295756/2022-01-26,OP295756,India,human,21L (Omicron),BA.2.10,1/26/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ569688/2022-09-19,OQ569688,India,human,22F (Omicron),XBB.3,9/19/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ569691/2022-10-02,OQ569691,India,human,22F (Omicron),XBB.1,10/2/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ587531/2022-10-10,OQ587531,India,human,22F (Omicron),XBB.1,10/10/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ587536/2022-11-29,OQ587536,India,human,22F (Omicron),XBB.1,11/29/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ587543/2022-12-14,OQ587543,India,human,22F (Omicron),XBB.3,12/14/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ587553/2022-12-24,OQ587553,India,human,23A (Omicron),XBB.1.5,12/24/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ652069/2022-12-30,OQ652069,India,human,23A (Omicron),XBB.1.5,12/30/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ701238/2023-03-07,OQ701238,India,human,23E (Omicron),XBB.2.3,3/7/2023,Omicron,,,,,,,,,
hCoV-19/human/India/OQ852507/2022-01-10,OQ852507,India,human,21K (Omicron),BA.1.1.7,1/10/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ852512/2022-05-06,OQ852512,India,human,21L (Omicron),BA.2.43,5/6/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ852516/2022-05-09,OQ852516,India,human,21L (Omicron),BA.2.3,5/9/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ852520/2022-05-18,OQ852520,India,human,21L (Omicron),BA.2,5/18/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ852531/2022-06-03,OQ852531,India,human,21L (Omicron),BA.2.74,6/3/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ852540/2022-06-12,OQ852540,India,human,21L (Omicron),BA.2.78,6/12/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ852542/2022-07-27,OQ852542,India,human,22B (Omicron),BA.5.2.1,7/27/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ852544/2022-07-30,OQ852544,India,human,22A (Omicron),BA.4.1.8,7/30/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ852545/2022-07-31,OQ852545,India,human,22B (Omicron),BA.5.2.36,7/31/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ852554/2022-08-14,OQ852554,India,human,22D (Omicron),BA.2.75.1,8/14/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ852569/2022-09-07,OQ852569,India,human,22D (Omicron),BM.1.1.3,9/7/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ852582/2022-09-23,OQ852582,India,human,22D (Omicron),BN.6,9/23/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ852595/2022-11-30,OQ852595,India,human,22F (Omicron),XBB.1,11/30/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ852624/2023-02-05,OQ852624,India,human,22F (Omicron),XBB,2/5/2023,Omicron,,,,,,,,,
hCoV-19/human/India/OQ859932/2022-04-20,OQ859932,India,human,21L (Omicron),BA.2.43,4/20/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ859933/2022-04-21,OQ859933,India,human,21L (Omicron),BA.2.43,4/21/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ859934/2022-04-22,OQ859934,India,human,21L (Omicron),BA.2.43,4/22/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OQ859940/2022-10-07,OQ859940,India,human,22D (Omicron),BL.1,10/7/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OR016161/2022-08-30,OR016161,India,human,22D (Omicron),BA.2.75,8/30/2022,Omicron,,,,,,,,,
hCoV-19/human/India/OR915540/2023-04-20,OR915540,India,human,23B (Omicron),XBB.1.16.3,4/20/2023,Omicron,,,,,,,,,
hCoV-19/human/India/OR915548/2023-04-24,OR915548,India,human,23E (Omicron),HH.7,4/24/2023,Omicron,,,,,,,,,
hCoV-19/human/India/PP434597/2023-04-10,PP434597,India,human,19A,B,4/10/2023,pre-VOC era,,,,,,,,,
hCoV-19/human/Indonesia/MZ026853/2020-06-24,MZ026853,Indonesia,human,20A,B.1,6/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Indonesia/MZ026854/2020-05-19,MZ026854,Indonesia,human,20A,B.1.470,5/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Indonesia/MZ026855/2020-05-19,MZ026855,Indonesia,human,20A,B.1.470,5/19/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Indonesia/MZ570273/2020-06-24,MZ570273,Indonesia,human,20A,B.1,6/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Indonesia/MZ570402/2020-06-24,MZ570402,Indonesia,human,20A,B.1,6/24/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iran/MT281530/2020-03-09,MT281530,Iran,human,19A,B.4,3/9/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iran/MT447177/2020-03-26,MT447177,Iran,human,19A,B.4,3/26/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iran/MT459928/2020-03-26,MT459928,Iran,human,19A,B.4,3/26/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iran/MT994286/2020-05-01,MT994286,Iran,human,19A,B.4,5/1/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iran/MT994881/2020-05-01,MT994881,Iran,human,19A,B.4.6,5/1/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iran/MZ314345/2020-10-10,MZ314345,Iran,human,20A,B.1.36.7,10/10/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iran/MZ359830/2020-04-28,MZ359830,Iran,human,19A,B.4,4/28/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iran/OR726214/2021-05-15,OR726214,Iran,human,20B,B.1.1.413,5/15/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Iraq/MT940484/2020-06-16,MT940484,Iraq,human,20C,B.1.428.1,6/16/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iraq/MW290972/2020-06-30,MW290972,Iraq,human,20A,B.1,6/30/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iraq/MW290973/2020-06-30,MW290973,Iraq,human,20A,B.1,6/30/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iraq/MW512847/2020-10-01,MW512847,Iraq,human,20C,B.1.428.1,10/1/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iraq/MW527392/2021-01-20,MW527392,Iraq,human,20A,B.1.36.1,1/20/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Iraq/MW546610/2020-10-01,MW546610,Iraq,human,19A,B.4,10/1/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iraq/MZ145301/2020-12-29,MZ145301,Iraq,human,"20I (Alpha, V1)",B.1.1.7,12/29/2020,Alpha,,,,,,,,,
hCoV-19/human/Iraq/MZ145303/2021-01-20,MZ145303,Iraq,human,"20I (Alpha, V1)",B.1.1.7,1/20/2021,Alpha,,,,,,,,,
hCoV-19/human/Iraq/MZ145307/2021-02-15,MZ145307,Iraq,human,"20I (Alpha, V1)",B.1.1.7,2/15/2021,Alpha,,,,,,,,,
hCoV-19/human/Iraq/MZ145317/2021-02-25,MZ145317,Iraq,human,"20I (Alpha, V1)",B.1.1.7,2/25/2021,Alpha,,,,,,,,,
hCoV-19/human/Iraq/MZ145318/2020-12-27,MZ145318,Iraq,human,"20I (Alpha, V1)",B.1.1.7,12/27/2020,Alpha,,,,,,,,,
hCoV-19/human/Iraq/MZ221115/2021-03-09,MZ221115,Iraq,human,"20I (Alpha, V1)",B.1.1.7,3/9/2021,Alpha,,,,,,,,,
hCoV-19/human/Iraq/MZ221119/2021-03-09,MZ221119,Iraq,human,"20I (Alpha, V1)",B.1.1.7,3/9/2021,Alpha,,,,,,,,,
hCoV-19/human/Iraq/MZ267227/2021-03-09,MZ267227,Iraq,human,"20I (Alpha, V1)",B.1.1.7,3/9/2021,Alpha,,,,,,,,,
hCoV-19/human/Iraq/MZ327801/2021-02-26,MZ327801,Iraq,human,20A,B.1.36.1,2/26/2021,pre-VOC era,,,,,,,,,
hCoV-19/human/Iraq/MZ330784/2020-12-14,MZ330784,Iraq,human,20E (EU1),B.1.177.80,12/14/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iraq/MZ555945/2021-04-27,MZ555945,Iraq,human,21J (Delta),AY.122,4/27/2021,Delta,,,,,,,,,
hCoV-19/human/Iraq/ON798421/2020-02-20,ON798421,Iraq,human,19A,B.4,2/20/2020,pre-VOC era,,,,,,,,,
hCoV-19/human/Iraq/OP783368/2022-06-17,OP783368,Iraq,human,22B (Omicron),BA.5.2,6/17/2022,Omicron,,,,,,,,,
hCoV-19/human/Iraq/OP783370/2022-06-14,OP783370,Iraq,human,22B (Omicron),BA.5.2,6/14/2022,Omicron,,,,,,,,,
hCoV-19/human/Iraq/OP783371/2022-06-10,OP783371,Iraq,human,22B (Omicron),BA.5.2.1,6/10/2022,Omicron,,,,,,,,,
hCoV-19/human/Iraq/OP783372/2022-05-16,OP783372,Iraq,human,21L (Omicron),BA.2,5/16/2022,Omicron,,,,,,,,,
hCoV-19/human/Iraq/OP783373/2022-05-10,OP783373,Iraq,human,21L (Omicron),BA.2,5/10/2022,Omicron,,,,,,,,,
hCoV-19/human/Iraq/OQ180937/2022-10-01,OQ180937,Iraq,human,22B (Omicron),BA.5.2.6,10/1/2022,Omicron,,,,,,,,,
hCoV-19/human/Iraq/OQ332735/2022-11-12,OQ332735,Iraq,human,22F (Omicron),XBB.1,11/12/2022,Omicron,,,,,,,,,
hCoV-19/human/Iraq/OQ332737/2022-11-21,OQ332737,Iraq,human,22F (Omicron),XBB.1.37,11/21/2022,Omicron,,,,,,,,,
